title
Coriolanus
Wrong Turn 4: Bloody Beginnings
The Divide
"Tomorrow, When the War Began"
Unthinkable
I Spit on Your Grave
The Clinic
The Boondock Saints II: All Saints Day
Outlander
Idiocracy
Green Street Hooligans
The Man from Earth
Primer
Before Sunset
Layer Cake
Planet Terror
Hard Candy
Little Children
Jupiter Ascending
American Graffiti
Caddyshack
Superman II
Life of Brian
WarGames
Gremlins
The Natural
Dune
Lethal Weapon
Wall Street
National Lampoon's Christmas Vacation
Field of Dreams
Parenthood
The Hunt for Red October
Kindergarten Cop
My Girl
Alien³
Batman Returns
A Bronx Tale
Carlito's Way
The Fugitive
The Mask
Speed
Stargate
Billy Madison
Batman Forever
Mortal Kombat
Twister
Space Jam
Alien: Resurrection
Anastasia
Batman & Robin
The Parent Trap
Psycho
Ronin
Austin Powers: The Spy Who Shagged Me
Dogma
The Haunting
The Ninth Gate
The Beach
Final Destination
Bring It On
Charlie's Angels
Chocolat
How the Grinch Stole Christmas
"Me, Myself & Irene"
Meet the Parents
Pay It Forward
Road Trip
Bridget Jones's Diary
I Am Sam
Lara Croft: Tomb Raider
The Last Castle
The Others
The Royal Tenenbaums
Save the Last Dance
Blade II
Chicago
The Hot Chick
Panic Room
Road to Perdition
Sweet Home Alabama
American Wedding
Daredevil
Once Upon a Time in Mexico
What a Girl Wants
Master and Commander: The Far Side of the World
Paycheck
The Texas Chainsaw Massacre
AVP: Alien vs. Predator
Blade: Trinity
Friday Night Lights
The Polar Express
Shark Tale
The Village
Walking Tall
House of Wax
Chicken Little
Corpse Bride
The Devil's Rejects
A History of Violence
Into the Blue
Just Friends
Transporter 2
Waiting...
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Hostel
Ice Age: The Meltdown
Ultraviolet
The Wild
Catch and Release
Happy Feet
30 Days of Night
Bee Movie
Disturbia
Eastern Promises
The Golden Compass
Grindhouse
The Kingdom
Mr. Brooks
National Treasure: Book of Secrets
Resident Evil: Extinction
Rush Hour 3
The Simpsons Movie
Step Up 2: The Streets
Babylon A.D.
The Bank Job
Disaster Movie
Doomsday
Harold & Kumar Escape from Guantanamo Bay
Lakeview Terrace
Marley & Me
The Mummy: Tomb of the Dragon Emperor
Nick and Norah's Infinite Playlist
Nim's Island
Star Wars: The Clone Wars
The Strangers
Transporter 3
What Happens in Vegas
Adventureland
Bride Wars
Fame
G-Force
Ghosts of Girlfriends Past
Inkheart
The International
Night at the Museum: Battle of the Smithsonian
The Taking of Pelham 123
Underworld: Rise of the Lycans
Daybreakers
Brothers
The Invention of Lying
The Boat That Rocked
The Bounty Hunter
Cop Out
The Crazies
Devil
Dinner for Schmucks
From Paris with Love
The Ghost Writer
Gulliver's Travels
Hereafter
Killers
The Last Song
Legend of the Guardians: The Owls of Ga'Hoole
The Losers
MacGruber
Repo Men
Skyline
Takers
When in Rome
Youth in Revolt
The Debt
The Dilemma
The Eagle
Mr. Popper's Penguins
Arthur Christmas
The Big Year
Dream House
Atlas Shrugged Part II
The Secret World of Arrietty
A Thousand Words
Maniac
The East
Gravity
"For a Good Time, Call..."
Eden
Sushi Girl
The ABCs of Death
Vamps
"Tad, the Lost Explorer"
A Late Quartet
Cleanskin
The Pact
Grave Encounters 2
Red State
Sleeping Beauty
Seeking Justice
The Double
Take Shelter
Trespass
Perfect Sense
The Company Men
13
Flipped
Dirty Girl
Beginners
Valhalla Rising
Mary and Max
Chloe
In the Loop
The Human Centipede (First Sequence)
Personal Effects
Cashback
Butterfly on a Wheel
St. Trinian's
Half Nelson
East Is East
Secretary
Maleficent
Hercules
Young Frankenstein
Network
Close Encounters of the Third Kind
Annie Hall
The Warriors
Moonraker
Conan the Barbarian
First Blood
Grease 2
Risky Business
The Color Purple
Rambo: First Blood Part II
Rocky IV
Adventures in Babysitting
"Planes, Trains and Automobiles"
The Running Man
Lethal Weapon 2
Road House
Steel Magnolias
Tremors
Boyz n the Hood
Cape Fear
Demolition Man
Philadelphia
Clear and Present Danger
Four Weddings and a Funeral
Casper
Desperado
Mallrats
Showgirls
The Hunchback of Notre Dame
Kingpin
The English Patient
Air Force One
I Know What You Did Last Summer
Half Baked
Rounders
Shakespeare in Love
The Waterboy
What Dreams May Come
Any Given Sunday
Being John Malkovich
Galaxy Quest
High Fidelity
Original Sin
Rush Hour 2
Spy Kids
25th Hour
About a Boy
Adaptation.
Mr. Deeds
My Big Fat Greek Wedding
Treasure Planet
Freaky Friday
House of 1000 Corpses
The Recruit
The Rundown
Tears of the Sun
Dr. Seuss' The Cat in the Hat
Something's Gotta Give
Along Came Polly
Chasing Liberty
Cellular
The Grudge
Ladder 49
Sideways
Taking Lives
Elektra
A Lot Like Love
Robots
Flightplan
Hoodwinked!
Saw II
Beerfest
The Covenant
Flushed Away
The Guardian
The Marine
Miami Vice
Monster House
Arthur and the Invisibles
Rocky Balboa
Alvin and the Chipmunks
Blades of Glory
Fantastic 4: Rise of the Silver Surfer
Georgia Rule
Halloween
Lions for Lambs
Reign Over Me
Shoot 'Em Up
Surf's Up
Walk Hard: The Dewey Cox Story
War
"10,000 BC"
Fool's Gold
In the Name of the King: A Dungeon Siege Tale
The Spiderwick Chronicles
Vantage Point
Four Christmases
Made of Honor
Street Kings
All About Steve
Confessions of a Shopaholic
Crank: High Voltage
Friday the 13th
Land of the Lost
Love Happens
Ninja Assassin
A Perfect Getaway
The Unborn
Year One
Brooklyn's Finest
Case 39
Edge of Darkness
Going the Distance
The Last Exorcism
Leap Year
Paranormal Activity 2
Splice
The Wolfman
Arthur
Larry Crowne
Monte Carlo
The Rite
The Roommate
Sanctum
Season of the Witch
Alvin and the Chipmunks: Chipwrecked
Apollo 18
Dolphin Tale
Straw Dogs
Big Miracle
Diary of a Wimpy Kid: Dog Days
Winter's Tale
Secret of the Wings
Excision
Saints and Soldiers: Airborne Creed
Extracted
Passion
Cockneys vs Zombies
Universal Soldier: Day of Reckoning
Stitches
About Cherry
Chained
The Brass Teapot
Ginger & Rosa
A Fantastic Fear of Everything
Branded
Salmon Fishing in the Yemen
Intruders
Black Gold
Attack the Block
The Beaver
The Guard
Atlas Shrugged Part I
The Son of No One
Ironclad
Room in Rome
The Ward
Shelter
Buried
Hesher
Super
The Rebound
I Love You Phillip Morris
Dorian Gray
Crossing Over
A Serious Man
A Single Man
The Loved Ones
Tony
The Fall
Death at a Funeral
Match Point
The Poughkeepsie Tapes
Rachel Getting Married
Lie with Me
Wild Child
Funny Games
This Is England
Once
21 Grams
Wet Hot American Summer
Ghost World
Clerks
Lolita
Swingers
Cube
Brazil
Blue Velvet
The Blue Lagoon
The Fox and the Hound
The Lego Movie
Birdman
The Grand Budapest Hotel
Dog Day Afternoon
The Sting
Mean Streets
The Many Adventures of Winnie the Pooh
Mad Max
Annie
The Road Warrior
Rocky III
Tootsie
A Christmas Story
Breakin'
Revenge of the Nerds
The Fly
Manhunter
Angel Heart
The Living Daylights
The Secret of My Success
The Abyss
Ghostbusters II
They Live
Bill & Ted's Excellent Adventure
Misery
New Jack City
Hot Shots!
Home Alone 2: Lost In New York
The Mighty Ducks
White Men Can't Jump
Falling Down
Addams Family Values
Hocus Pocus
Robin Hood: Men in Tights
Rookie of the Year
Ace Ventura: When Nature Calls
Babe
Judge Dredd
Major Payne
Outbreak
Don't Be a Menace to South Central While Drinking Your Juice in the Hood
DragonHeart
The Frighteners
Sling Blade
101 Dalmatians
Dante's Peak
Kiss the Girls
Scream 2
Can't Hardly Wait
Lethal Weapon 4
Beloved
Ever After: A Cinderella Story
Rushmore
The Siege
The 13th Warrior
Blast from the Past
Stuart Little
Varsity Blues
Scream 3
Hollow Man
The Legend of Bagger Vance
The Perfect Storm
U-571
What Women Want
From Hell
Joe Dirt
Serendipity
Spy Game
John Q
Reign of Fire
The Scorpion King
The Time Machine
Charlie's Angels: Full Throttle
Freddy vs. Jason
Secondhand Lions
Under the Tuscan Sun
Mona Lisa Smile
Timeline
Confessions of a Teenage Drama Queen
The Life Aquatic With Steve Zissou
The Manchurian Candidate
Raising Helen
Spanglish
Kung Fu Hustle
Æon Flux
The Brothers Grimm
The Constant Gardener
Derailed
Doom
The Exorcism of Emily Rose
Red Eye
Rent
Rumor Has It...
The Skeleton Key
Sky High
Zathura: A Space Adventure
Big Momma's House 2
The Black Dahlia
The Break-Up
Clerks II
Final Destination 3
Just My Luck
The Lake House
Nanny McPhee
Open Season
Running Scared
Saw III
Slither
Tenacious D in The Pick of Destiny
Charlotte's Web
A Good Year
Aliens vs Predator: Requiem
Black Snake Moan
The Brave One
Dan in Real Life
The Darjeeling Limited
The Game Plan
The Heartbreak Kid
I Now Pronounce You Chuck & Larry
License to Wed
Norbit
Sydney White
We Own the Night
Wild Hogs
The Orphanage
Semi-Pro
Untraceable
Blindness
City of Ember
Doubt
Mirrors
Punisher: War Zone
Saw V
The Sisterhood of the Traveling Pants 2
Speed Racer
The Spirit
Traitor
12 Rounds
Brüno
Dragonball Evolution
The Final Destination
Fired Up!
"The Goods: Live Hard, Sell Hard"
"I Love You, Beth Cooper"
My Bloody Valentine
Ponyo
The Box
A Christmas Carol
Nine
Planet 51
Whip It
Country Strong
Jonah Hex
Saw: The Final Chapter
Yogi Bear
Don't Be Afraid of the Dark
Mars Needs Moms
Sound City
The Secret Life of Walter Mitty
Paranoia
The Babymakers
Citadel
Celebrity Sex Tape
Mental
Bad Ass
Freelancers
The Comedy
6 Bullets
Hysteria
Your Sister's Sister
Win Win
Inbred
Martha Marcy May Marlene
A Little Bit of Heaven
The Experiment
Stake Land
Trust
Stone
Submarine
Solomon Kane
Triangle
Fish Tank
Harry Brown
Revolver
Brick
"New York, I Love You"
The Informers
9 Songs
Felon
Session 9
Boys Don't Cry
Full Frontal
The Room
Four Rooms
Following
Bound by Honor
Repo Man
Street Smart
Valley Girl
Sabotage
Veronica Mars
Flash Gordon
Rocky II
Manhattan
Never Say Never Again
Private School
The Last Starfighter
Star Trek III: The Search for Spock
Stalker
Pee-wee's Big Adventure
St. Elmo's Fire
Silverado
Crocodile Dundee
Short Circuit
Some Kind of Wonderful
"Honey, I Shrunk the Kids"
The Naked Gun: From the Files of Police Squad!
Young Guns
Cry-Baby
Predator 2
Thelma & Louise
Fried Green Tomatoes
The Bodyguard
Lethal Weapon 3
A River Runs Through It
Homeward Bound: The Incredible Journey
Hot Shots! Part Deux
Dennis the Menace
The Piano
The Flintstones
Crimson Tide
Leaving Las Vegas
Waiting to Exhale
The Birdcage
James and the Giant Peach
The Full Monty
The Jackal
My Best Friend's Wedding
Spawn
Out of Sight
Antz
Bride of Chucky
The Faculty
Pleasantville
8MM
Arlington Road
The Bone Collector
Deep Blue Sea
Payback
The Thirteenth Floor
The Thomas Crown Affair
Three Kings
Wild Wild West
Boiler Room
Chicken Run
Little Nicky
Behind Enemy Lines
How High
Monster's Ball
Sweet November
40 Days and 40 Nights
Ghost Ship
Maid in Manhattan
Punch-Drunk Love
Trapped
Two Weeks Notice
The Core
Final Destination 2
Johnny English
A Man Apart
Brother Bear
Gothika
The Princess Diaries 2: Royal Engagement
Secret Window
The SpongeBob SquarePants Movie
Starsky & Hutch
Diary of a Mad Black Woman
The Jacket
Mindhunters
Unleashed
Just Like Heaven
Stay
An Unfinished Life
Aquamarine
The Benchwarmers
Glory Road
Poseidon
RV
Snakes on a Plane
Tristan & Isolde
Dreamgirls
We Are Marshall
Awake
Balls of Fury
The Condemned
Dead Silence
Death Sentence
Evening
The Hills Have Eyes 2
Hostel: Part II
In the Valley of Elah
The Lookout
Mr. Bean's Holiday
No Reservations
Premonition
Rendition
Saw IV
Charlie Bartlett
Meet the Spartans
Appaloosa
High School Musical 3: Senior Year
How to Lose Friends & Alienate People
Igor
My Best Friend's Girl
Quarantine
Righteous Kill
The Ruins
The Secret Life Of Bees
The Tale of Despereaux
Extract
Halloween II
Hannah Montana: The Movie
The Informant!
Observe and Report
Obsessed
Paul Blart: Mall Cop
Astro Boy
Cirque du Freak: The Vampire's Assistant
Crazy Heart
Did You Hear About The Morgans?
Old Dogs
The Spy Next Door
Tooth Fairy
Vampires Suck
The Warrior's Way
"Big Mommas: Like Father, Like Son"
Prom
Winnie the Pooh
Silent House
Courageous
Spy Kids: All the Time in the World
Won't Back Down
The Spectacular Now
The Colony
Being Flynn
El Gringo
Bait
Interview with a Hitman
The Samaritan
Maximum Conviction
Catch .44
"Peace, Love & Misunderstanding"
Margaret
Setup
Sound of My Voice
Rampart
The Trouble With Bliss
X
The Day
Flypaper
Chalet Girl
The Human Centipede 2 (Full Sequence)
Damsels in Distress
Frozen
Last Night
Waiting for Forever
The Way
Elektra Luxx
Animal Kingdom
High School
London Boulevard
The Killer Inside Me
You Will Meet a Tall Dark Stranger
Exam
Blood and Bone
Alvin and the Chipmunks: The Squeakquel
Bitch Slap
The Tournament
Black Dynamite
The Hole
Spread
Mysterious Skin
The Girl Next Door
The Babysitters
Ali G Indahouse
Lara Croft Tomb Raider: The Cradle of Life
Billy Elliot
Gummo
The Long Kiss Goodnight
Do the Right Thing
The Name of the Rose
Lost River
The Texas Chain Saw Massacre
Emmanuelle
Badlands
The Omen
Stripes
Up in Smoke
The Dark Crystal
Porky's
Superman III
Splash
Better Off Dead...
The Last Dragon
Pale Rider
Flight of the Navigator
Fatal Attraction
"Good Morning, Vietnam"
Raising Arizona
Child's Play
The Land Before Time
Pet Sematary
Rambo III
Uncle Buck
Jacob's Ladder
Lord of the Flies
Presumed Innocent
Rocky V
Child's Play 3
Candyman
Super Mario Bros.
Cool Runnings
